,Timestep,Date,Activity
486,41394,2023-01-29 17:54:00,iron and watch TV with Sat Reciever (1 h)
487,41463,2023-01-29 19:03:00,go to the toilet
488,41469,2023-01-29 19:09:00,take a shower (men)
489,41490,2023-01-29 19:30:00,listen to music on hifi (2 h)
490,41602,2023-01-29 21:22:00,sleep bed 02 (06 h)
491,41944,2023-01-30 03:04:00,make smoothie
492,41949,2023-01-30 03:09:00,watch TV (1 h)
493,42006,2023-01-30 04:06:00,watch a movie for 1 h 30 min
494,42103,2023-01-30 05:43:00,work at the office (09 h)
495,42665,2023-01-30 15:05:00,go to the toilet
496,42671,2023-01-30 15:11:00,go shopping for food in the supermarket (1_5 h)
497,42747,2023-01-30 16:27:00,do laundry 30°C with mini washing machine
498,42764,2023-01-30 16:44:00,make smoothie
499,42770,2023-01-30 16:50:00,go to horse riding lessons
500,42925,2023-01-30 19:25:00,hang up laundry outside
501,42957,2023-01-30 19:57:00,talk with friends on the phone
502,42994,2023-01-30 20:34:00,practice generic music instrument (1 h)
503,43058,2023-01-30 21:38:00,sleep bed 02 (06 h)
504,43444,2023-01-31 04:04:00,go to the toilet
505,43450,2023-01-31 04:10:00,make smoothie
506,43456,2023-01-31 04:16:00,watch a movie for 1 h 30 min
507,43544,2023-01-31 05:44:00,work at the office (09 h)
508,44052,2023-01-31 14:12:00,do laundry 60°C with mini washing machine
509,44069,2023-01-31 14:29:00,make smoothie
510,44075,2023-01-31 14:35:00,cook coffee
511,44087,2023-01-31 14:47:00,go to the toilet
512,44093,2023-01-31 14:53:00,bake a cake
513,44134,2023-01-31 15:34:00,talk with friends on the phone
514,44167,2023-01-31 16:07:00,run the dishwasher (triggered)
515,44182,2023-01-31 16:22:00,hang up laundry outside
516,44217,2023-01-31 16:57:00,take singing lessons
517,44337,2023-01-31 18:57:00,iron and watch TV with Sat Reciever (1 h)
518,44399,2023-01-31 19:59:00,visit the cinema
519,44554,2023-01-31 22:34:00,sleep bed 02 (06 h)
520,44896,2023-02-01 04:16:00,go to the toilet
521,44902,2023-02-01 04:22:00,do laundry 30°C with mini washing machine
522,44915,2023-02-01 04:35:00,make smoothie
523,44921,2023-02-01 04:41:00,practice generic music instrument (1 h)
524,44982,2023-02-01 05:42:00,work at the office (09 h)
525,45528,2023-02-01 14:48:00,hang up laundry outside
526,45556,2023-02-01 15:16:00,take a shower (men)
527,45575,2023-02-01 15:35:00,go to the toilet
528,45581,2023-02-01 15:41:00,make smoothie
529,45587,2023-02-01 15:47:00,talk with friends on the phone
530,45623,2023-02-01 16:23:00,run vacuum cleaner robot
531,45634,2023-02-01 16:34:00,bake bread
532,45702,2023-02-01 17:42:00,go shopping for food in the supermarket (1_5 h)
533,45787,2023-02-01 19:07:00,listen to music on hifi (2 h)
534,45891,2023-02-01 20:51:00,watch a movie for 1 h 30 min
535,45975,2023-02-01 22:15:00,sleep bed 02 (06 h)
536,46353,2023-02-02 04:33:00,go to the toilet
537,46358,2023-02-02 04:38:00,make smoothie
538,46364,2023-02-02 04:44:00,talk with friends on the phone
539,46392,2023-02-02 05:12:00,work at the office (09 h)
540,46938,2023-02-02 14:18:00,do laundry 30°C with mini washing machine
541,46954,2023-02-02 14:34:00,cook coffee
542,46965,2023-02-02 14:45:00,practice generic music instrument (1 h)
543,47017,2023-02-02 15:37:00,go to the toilet
544,47023,2023-02-02 15:43:00,make smoothie
545,47028,2023-02-02 15:48:00,go to horse riding lessons
546,47221,2023-02-02 19:01:00,hang up laundry outside
547,47249,2023-02-02 19:29:00,run the dishwasher (triggered)
548,47263,2023-02-02 19:43:00,iron and watch TV with Sat Reciever (1 h)
549,47318,2023-02-02 20:38:00,talk with friends on the phone
550,47346,2023-02-02 21:06:00,sleep bed 02 (06 h)
551,47714,2023-02-03 03:14:00,go to the toilet
552,47719,2023-02-03 03:19:00,make smoothie
553,47725,2023-02-03 03:25:00,watch sports on TV with SAT Reciever (2 h)
554,47831,2023-02-03 05:11:00,work at the office (09 h)
555,48366,2023-02-03 14:06:00,make smoothie
556,48371,2023-02-03 14:11:00,talk with friends on the phone
557,48395,2023-02-03 14:35:00,cook coffee
558,48404,2023-02-03 14:44:00,go to the toilet
559,48409,2023-02-03 14:49:00,practice generic music instrument (1 h)
560,48471,2023-02-03 15:51:00,take a shower (men)
561,48489,2023-02-03 16:09:00,watch TV (1 h)
562,48549,2023-02-03 17:09:00,watch the news
563,48562,2023-02-03 17:22:00,watch a movie for 1 h 30 min
564,48673,2023-02-03 19:13:00,go shopping for food in the supermarket (1_5 h)
565,48749,2023-02-03 20:29:00,listen to music on hifi (2 h)
566,48880,2023-02-03 22:40:00,sleep bed 02 (06 h)
567,49244,2023-02-04 04:44:00,go to the toilet
568,49249,2023-02-04 04:49:00,do laundry 30°C with mini washing machine
569,49263,2023-02-04 05:03:00,make smoothie
570,49269,2023-02-04 05:09:00,talk with friends on the phone
571,49305,2023-02-04 05:45:00,watch a movie for 2 h
572,49434,2023-02-04 07:54:00,get ready in the morning (men)
573,49444,2023-02-04 08:04:00,hang up laundry outside
574,49476,2023-02-04 08:36:00,eat very small breakfast (5 min)
575,49481,2023-02-04 08:41:00,watch sports on TV with SAT Reciever (2 h)
576,49594,2023-02-04 10:34:00,go to the toilet
577,49600,2023-02-04 10:40:00,take a hike (4 h)
578,49840,2023-02-04 14:40:00,go to the toilet
579,49846,2023-02-04 14:46:00,cook coffee
580,49857,2023-02-04 14:57:00,talk with friends on the phone
581,49893,2023-02-04 15:33:00,practice generic music instrument (1 h)
582,49958,2023-02-04 16:38:00,take singing lessons
583,50069,2023-02-04 18:29:00,go to horse riding lessons
584,50282,2023-02-04 22:02:00,sleep bed 02 (06 h)
585,50624,2023-02-05 03:44:00,go to the toilet
586,50629,2023-02-05 03:49:00,make smoothie
587,50634,2023-02-05 03:54:00,watch a movie for 1 h 30 min
588,50724,2023-02-05 05:24:00,do laundry 30°C with mini washing machine
589,50740,2023-02-05 05:40:00,talk with friends on the phone
590,50769,2023-02-05 06:09:00,get ready in the morning (men)
591,50777,2023-02-05 06:17:00,watch the news
592,50792,2023-02-05 06:32:00,watch a movie for 2 h
593,50936,2023-02-05 08:56:00,hang up laundry outside
594,50968,2023-02-05 09:28:00,go to the toilet
595,50974,2023-02-05 09:34:00,iron and watch TV with Sat Reciever (1 h)
596,51032,2023-02-05 10:32:00,eat very small breakfast (5 min)
597,51038,2023-02-05 10:38:00,run vacuum cleaner robot
598,51048,2023-02-05 10:48:00,watch TV (1 h)
599,51062,2023-02-05 11:02:00,cook weekend lunch for the family
600,51217,2023-02-05 13:37:00,talk with friends on the phone
601,51244,2023-02-05 14:04:00,run the dishwasher (triggered)
602,51258,2023-02-05 14:18:00,watch sports on TV with SAT Reciever (2 h)
603,51375,2023-02-05 16:15:00,go to the toilet
604,51381,2023-02-05 16:21:00,take a shower (men)
605,51400,2023-02-05 16:40:00,practice generic music instrument (1 h)
606,51460,2023-02-05 17:40:00,watch sports on TV with DVB-T (2 h)
607,51590,2023-02-05 19:50:00,watch the news
608,51606,2023-02-05 20:06:00,watch a movie for 2 h
609,51730,2023-02-05 22:10:00,sleep bed 02 (06 h)
610,52094,2023-02-06 04:14:00,go to the toilet
611,52100,2023-02-06 04:20:00,make smoothie
612,52105,2023-02-06 04:25:00,talk with friends on the phone
613,52133,2023-02-06 04:53:00,do laundry 60°C with mini washing machine
614,52148,2023-02-06 05:08:00,work at the office (09 h)
615,52656,2023-02-06 13:36:00,hang up laundry outside
616,52687,2023-02-06 14:07:00,go shopping for food in the supermarket (1_5 h)
617,52791,2023-02-06 15:51:00,go to the toilet
618,52796,2023-02-06 15:56:00,make smoothie
619,52802,2023-02-06 16:02:00,listen to music on hifi (2 h)
620,52915,2023-02-06 17:55:00,bake a cake
621,52952,2023-02-06 18:32:00,talk with friends on the phone
622,52979,2023-02-06 18:59:00,practice generic music instrument (1 h)
623,53041,2023-02-06 20:01:00,watch a movie for 1 h 30 min
624,53131,2023-02-06 21:31:00,sleep bed 02 (06 h)
625,53466,2023-02-07 03:06:00,go to the toilet
626,53471,2023-02-07 03:11:00,do laundry 30°C with mini washing machine
627,53485,2023-02-07 03:25:00,make smoothie
628,53491,2023-02-07 03:31:00,watch a movie for 2 h
629,53591,2023-02-07 05:11:00,work at the office (09 h)
630,54164,2023-02-07 14:44:00,hang up laundry outside
631,54194,2023-02-07 15:14:00,cook coffee
632,54203,2023-02-07 15:23:00,go to the toilet
633,54209,2023-02-07 15:29:00,iron Clothes
634,54280,2023-02-07 16:40:00,make smoothie
635,54285,2023-02-07 16:45:00,talk with friends on the phone
636,54315,2023-02-07 17:15:00,go to horse riding lessons
637,54499,2023-02-07 20:19:00,take a shower (men)
638,54525,2023-02-07 20:45:00,practice generic music instrument (1 h)
639,54585,2023-02-07 21:45:00,sleep bed 02 (06 h)
640,54927,2023-02-08 03:27:00,go to the toilet
641,54933,2023-02-08 03:33:00,make smoothie
642,54938,2023-02-08 03:38:00,watch a movie for 1 h 30 min
643,55035,2023-02-08 05:15:00,work at the office (09 h)
644,55489,2023-02-08 12:49:00,run the dishwasher (triggered)
645,55505,2023-02-08 13:05:00,do laundry 30°C with mini washing machine
646,55523,2023-02-08 13:23:00,talk with friends on the phone
647,55553,2023-02-08 13:53:00,go to the toilet
648,55558,2023-02-08 13:58:00,make smoothie
649,55564,2023-02-08 14:04:00,bake bread
650,55637,2023-02-08 15:17:00,hang up laundry outside
651,55667,2023-02-08 15:47:00,go shopping for food in the supermarket (1_5 h)
652,55752,2023-02-08 17:12:00,take singing lessons
653,55872,2023-02-08 19:12:00,visit the cinema
654,56042,2023-02-08 22:02:00,sleep bed 02 (06 h)
655,56395,2023-02-09 03:55:00,go to the toilet
656,56400,2023-02-09 04:00:00,make smoothie
657,56405,2023-02-09 04:05:00,practice generic music instrument (1 h)
658,56471,2023-02-09 05:11:00,work at the office (09 h)
659,56936,2023-02-09 12:56:00,do laundry 30°C with mini washing machine
660,56948,2023-02-09 13:08:00,cook coffee
661,56959,2023-02-09 13:19:00,talk with friends on the phone
662,56989,2023-02-09 13:49:00,go to the toilet
663,56995,2023-02-09 13:55:00,listen to music on hifi (2 h)
664,57130,2023-02-09 16:10:00,hang up laundry outside
665,57161,2023-02-09 16:41:00,make smoothie
666,57167,2023-02-09 16:47:00,iron Clothes
667,57227,2023-02-09 17:47:00,run vacuum cleaner robot
668,57237,2023-02-09 17:57:00,clean the windows
669,57348,2023-02-09 19:48:00,watch TV (1 h)
670,57402,2023-02-09 20:42:00,go to the toilet
671,57407,2023-02-09 20:47:00,take a shower (men)
672,57425,2023-02-09 21:05:00,talk with friends on the phone
673,57458,2023-02-09 21:38:00,sleep bed 02 (06 h)
674,57772,2023-02-10 02:52:00,watch sports on TV with SAT Reciever (2 h)
675,57884,2023-02-10 04:44:00,make smoothie
676,57889,2023-02-10 04:49:00,practice generic music instrument (1 h)
677,57951,2023-02-10 05:51:00,work at the office (09 h)
678,58567,2023-02-10 16:07:00,go to the toilet
679,58573,2023-02-10 16:13:00,run the dishwasher (triggered)
680,58590,2023-02-10 16:30:00,do laundry 60°C with mini washing machine
681,58605,2023-02-10 16:45:00,make smoothie
682,58611,2023-02-10 16:51:00,talk with friends on the phone
683,58645,2023-02-10 17:25:00,go to horse riding lessons
684,58842,2023-02-10 20:42:00,hang up laundry outside
685,58866,2023-02-10 21:06:00,watch the news
686,58881,2023-02-10 21:21:00,sleep bed 02 (06 h)
687,59270,2023-02-11 03:50:00,go to the toilet
688,59276,2023-02-11 03:56:00,do laundry 30°C with mini washing machine
689,59290,2023-02-11 04:10:00,make smoothie
690,59296,2023-02-11 04:16:00,talk with friends on the phone
691,59323,2023-02-11 04:43:00,watch TV (1 h)
692,59376,2023-02-11 05:36:00,hang up laundry outside
693,59405,2023-02-11 06:05:00,get ready in the morning (men)
694,59414,2023-02-11 06:14:00,iron and watch TV with Sat Reciever (1 h)
695,59474,2023-02-11 07:14:00,go shopping for food in the supermarket (1_5 h)
696,59569,2023-02-11 08:49:00,cook coffee
697,59580,2023-02-11 09:00:00,go to the toilet
698,59585,2023-02-11 09:05:00,eat very small breakfast (5 min)
699,59590,2023-02-11 09:10:00,practice generic music instrument (1 h)
700,59659,2023-02-11 10:19:00,watch the news
701,59675,2023-02-11 10:35:00,talk with friends on the phone
702,59710,2023-02-11 11:10:00,watch a movie for 1 h 30 min
703,59712,2023-02-11 11:12:00,cook weekend lunch for the family
704,59881,2023-02-11 14:01:00,listen to music on hifi (2 h)
705,59997,2023-02-11 15:57:00,go to the toilet
706,60002,2023-02-11 16:02:00,watch sports on TV with DVB-T (2 h)
707,60126,2023-02-11 18:06:00,watch a movie for 2 h
708,60240,2023-02-11 20:00:00,go to the toilet
709,60246,2023-02-11 20:06:00,watch sports on TV with SAT Reciever (2 h)
710,60356,2023-02-11 21:56:00,sleep bed 02 (06 h)
711,60716,2023-02-12 03:56:00,make smoothie
712,60722,2023-02-12 04:02:00,do laundry 30°C with mini washing machine
713,60737,2023-02-12 04:17:00,go to the toilet
714,60743,2023-02-12 04:23:00,talk with friends on the phone
715,60778,2023-02-12 04:58:00,watch a movie for 1 h 30 min
716,60879,2023-02-12 06:39:00,get ready in the morning (men)
717,60889,2023-02-12 06:49:00,hang up laundry outside
718,60919,2023-02-12 07:19:00,take a shower (men)
719,60936,2023-02-12 07:36:00,watch a movie for 2 h
720,61052,2023-02-12 09:32:00,run the dishwasher (triggered)
721,61068,2023-02-12 09:48:00,eat very small breakfast (5 min)
722,61073,2023-02-12 09:53:00,go to the toilet
723,61079,2023-02-12 09:59:00,practice generic music instrument (1 h)
724,61144,2023-02-12 11:04:00,cook coffee
725,61153,2023-02-12 11:13:00,bake a cake
726,61194,2023-02-12 11:54:00,talk with friends on the phone
727,61221,2023-02-12 12:21:00,watch the news
728,61233,2023-02-12 12:33:00,cook weekend lunch for the family
729,61388,2023-02-12 15:08:00,watch sports on TV with SAT Reciever (2 h)
730,61499,2023-02-12 16:59:00,go to the toilet
731,61505,2023-02-12 17:05:00,take singing lessons
732,61633,2023-02-12 19:13:00,run vacuum cleaner robot
733,61642,2023-02-12 19:22:00,watch a movie for 2 h
734,61770,2023-02-12 21:30:00,sleep bed 02 (06 h)
735,62105,2023-02-13 03:05:00,make smoothie
736,62110,2023-02-13 03:10:00,talk with friends on the phone
737,62144,2023-02-13 03:44:00,go to the toilet
738,62149,2023-02-13 03:49:00,watch a movie for 1 h 30 min
739,62241,2023-02-13 05:21:00,work at the office (09 h)
740,62808,2023-02-13 14:48:00,go to the toilet
741,62813,2023-02-13 14:53:00,do laundry 30°C with mini washing machine
742,62829,2023-02-13 15:09:00,make smoothie
743,62834,2023-02-13 15:14:00,go shopping for food in the supermarket (1_5 h)
744,62942,2023-02-13 17:02:00,hang up laundry outside
745,62976,2023-02-13 17:36:00,run the dishwasher (triggered)
746,62993,2023-02-13 17:53:00,iron Clothes
747,63054,2023-02-13 18:54:00,practice generic music instrument (1 h)
748,63113,2023-02-13 19:53:00,go to the toilet
749,63117,2023-02-13 19:57:00,talk with friends on the phone
750,63150,2023-02-13 20:30:00,listen to music on hifi (2 h)
751,63273,2023-02-13 22:33:00,sleep bed 02 (06 h)
752,63651,2023-02-14 04:51:00,do laundry 60°C with mini washing machine
753,63666,2023-02-14 05:06:00,work at the office (09 h)
754,64260,2023-02-14 15:00:00,hang up laundry outside
755,64290,2023-02-14 15:30:00,go to the toilet
756,64295,2023-02-14 15:35:00,make smoothie
757,64301,2023-02-14 15:41:00,do laundry 30°C with mini washing machine
758,64322,2023-02-14 16:02:00,take a shower (men)
759,64344,2023-02-14 16:24:00,go to horse riding lessons
760,64528,2023-02-14 19:28:00,talk with friends on the phone
761,64558,2023-02-14 19:58:00,practice generic music instrument (1 h)
762,64615,2023-02-14 20:55:00,watch TV (1 h)
763,64672,2023-02-14 21:52:00,sleep bed 02 (06 h)
764,65040,2023-02-15 04:00:00,go to the toilet
765,65047,2023-02-15 04:07:00,hang up laundry outside
766,65080,2023-02-15 04:40:00,iron and watch TV with Sat Reciever (1 h)
767,65143,2023-02-15 05:43:00,work at the office (09 h)
768,65646,2023-02-15 14:06:00,make smoothie
769,65652,2023-02-15 14:12:00,cook coffee
770,65664,2023-02-15 14:24:00,talk with friends on the phone
771,65691,2023-02-15 14:51:00,go to the toilet
772,65696,2023-02-15 14:56:00,bake bread
773,65765,2023-02-15 16:05:00,go shopping for food in the supermarket (1_5 h)
774,65848,2023-02-15 17:28:00,watch the news
775,65861,2023-02-15 17:41:00,watch sports on TV with SAT Reciever (2 h)
776,65978,2023-02-15 19:38:00,run vacuum cleaner robot
777,65989,2023-02-15 19:49:00,visit the cinema
778,66159,2023-02-15 22:39:00,sleep bed 02 (06 h)
779,66501,2023-02-16 04:21:00,go to the toilet
780,66506,2023-02-16 04:26:00,do laundry 30°C with mini washing machine
781,66521,2023-02-16 04:41:00,make smoothie
782,66527,2023-02-16 04:47:00,practice generic music instrument (1 h)
783,66595,2023-02-16 05:55:00,work at the office (09 h)
784,67152,2023-02-16 15:12:00,hang up laundry outside
785,67187,2023-02-16 15:47:00,talk with friends on the phone
786,67220,2023-02-16 16:20:00,go to the toilet
787,67225,2023-02-16 16:25:00,make smoothie
788,67231,2023-02-16 16:31:00,listen to music on hifi (2 h)
789,67345,2023-02-16 18:25:00,run the dishwasher (triggered)
790,67359,2023-02-16 18:39:00,take a shower (men)
791,67377,2023-02-16 18:57:00,take singing lessons
792,67499,2023-02-16 20:59:00,watch sports on TV with SAT Reciever (2 h)
793,67624,2023-02-16 23:04:00,sleep bed 02 (06 h)
794,67992,2023-02-17 05:12:00,work at the office (09 h)
795,68484,2023-02-17 13:24:00,go to the toilet
796,68490,2023-02-17 13:30:00,do laundry 30°C with mini washing machine
797,68507,2023-02-17 13:47:00,make smoothie
798,68512,2023-02-17 13:52:00,cook coffee
799,68523,2023-02-17 14:03:00,practice generic music instrument (1 h)
800,68585,2023-02-17 15:05:00,talk with friends on the phone
801,68617,2023-02-17 15:37:00,hang up laundry outside
802,68646,2023-02-17 16:06:00,go to horse riding lessons
803,68837,2023-02-17 19:17:00,iron and watch TV with Sat Reciever (1 h)
804,68894,2023-02-17 20:14:00,go to the toilet
805,68900,2023-02-17 20:20:00,visit a festival (2d)
806,72040,2023-02-20 00:40:00,sleep bed 02 (06 h)
807,72397,2023-02-20 06:37:00,work at the office (09 h)
808,72927,2023-02-20 15:27:00,take a shower (men)
809,72946,2023-02-20 15:46:00,go shopping for food in the supermarket (1_5 h)
810,73049,2023-02-20 17:29:00,make smoothie
811,73055,2023-02-20 17:35:00,go to the toilet
812,73060,2023-02-20 17:40:00,do laundry 30°C with mini washing machine
813,73074,2023-02-20 17:54:00,practice generic music instrument (1 h)
